txn_id,day,date_time,sort_code,account_from,business_individual,entity_id,channel,beneficiary,category,sort_code_to,account_to,country,currency,amount,_balance_
1911630000000.0,Monday,2020-03-23T08:37:41.41,02-51-87,1911631,Business,43766,Mobile Payment,"Webb-Fraser, Brown, Wood, Archer and Williams Ltd",Expenses,02-31-87,97221623,United Kingdom,GBP,-32.55,2325.18
1911630000000.0,Monday,2020-03-23T12:02:18.18,02-51-87,1911631,Business,9969,Mobile Payment,"Thomas, Hart, Wright, Jones, Mills and Sons ",Expenses,02-51-87,29552053,United Kingdom,GBP,-16.11,2309.07
1911630000000.0,Monday,2020-03-23T15:12:49.49,02-51-87,1911631,Business,10298,Debit Card,"Jones, Mahmood, Barber Co",Clothing & Footwear,02-50-90,33084215,United Kingdom,GBP,-59.7,2249.38
1911630000000.0,Monday,2020-03-23T17:55:06.06,02-51-87,1911631,Business,30895,Debit Card,"Douglas, Murray, Dixon, Waters and Shah LLC",Clothing & Footwear,02/11/1945,29690132,United Kingdom,GBP,-60.1,2189.28
1911630000000.0,Tuesday,2020-03-24T15:49:06.06,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-140.56,2048.72
1911630000000.0,Tuesday,2020-03-24T17:53:40.4,02-51-87,1911631,Business,7480,Debit Card,"Murray, Williams, Nelson, James and Metcalfe LLC",Shopping,02-41-45,71070884,United Kingdom,GBP,-36.86,2011.87
1911630000000.0,Tuesday,2020-03-24T18:34:34.34,02-51-87,1911631,Business,3597,Debit Card,"Martin, Foster, Mann, Hopkins-O'Neill, Cole ",Family,02-52-33,47292995,United Kingdom,GBP,-149.1,1862.77
1911630000000.0,Wednesday,2020-03-25T12:38:36.36,02-51-87,1911631,Business,45558,Direct Debit,"Hooper, Brown, Henry and Sons ",Entertainment,02-23-67,3422356,United Kingdom,GBP,-5.32,1857.45
1911630000000.0,Wednesday,2020-03-25T12:52:08.08,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-30.0,1827.45
1911630000000.0,Wednesday,2020-03-25T14:14:56.56,02-51-87,1911631,Business,3405,Debit Card,"Haynes-Bates, Allan-Johnson, Craig Ltd",Eating out,02-21-45,50909289,United Kingdom,GBP,-22.24,1805.21
1911630000000.0,Thursday,2020-03-26T12:24:20.2,02-51-87,1911631,Business,20253,Mobile Payment,"Gilbert, Gallagher, Ahmed, Davies, Poole-Austin ",Expenses,02-41-87,51147265,United Kingdom,GBP,-30.92,1774.29
1911630000000.0,Thursday,2020-03-26T15:27:48.48,02-51-87,1911631,Business,22974,Debit Card,"Read, Pratt, Carroll, Jenkins, Morris, Brown and Brown Ltd",Expenses,02/11/1987,55360008,United Kingdom,GBP,-26.52,1747.77
1911630000000.0,Friday,2020-03-27T10:37:21.21,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-118.68,1629.09
1911630000000.0,Friday,2020-03-27T11:22:51.51,02-51-87,1911631,Business,33538,Debit Card,"Slater-Harris, Peters, Barton, Simpson, Bull LLC",Expenses,02-51-87,105326,United Kingdom,GBP,-27.75,1601.34
1911630000000.0,Friday,2020-03-27T14:06:52.52,02-51-87,1911631,Business,9969,Mobile Payment,"Thomas, Hart, Wright, Jones, Mills and Sons ",Expenses,02-51-87,29552053,United Kingdom,GBP,-10.88,1590.46
1911630000000.0,Monday,2020-03-30T10:14:18.18,02-51-87,1911631,Business,9969,Mobile Payment,"Thomas, Hart, Wright, Jones, Mills and Sons ",Expenses,02-51-87,29552053,United Kingdom,GBP,-25.5,1564.96
1911630000000.0,Monday,2020-03-30T14:02:15.15,02-51-87,1911631,Business,36946,Debit Card,"Lee-Harvey, Lee, Phillips-Sinclair ",Clothing & Footwear,02-51-87,59538394,United Kingdom,GBP,-56.63,1508.33
1911630000000.0,Monday,2020-03-30T15:52:34.34,02-51-87,1911631,Business,10357,Direct Debit,"Greenwood, Carpenter, Marsh-Hunt ",Entertainment,02-53-67,27730255,United Kingdom,GBP,-5.47,1502.86
1911630000000.0,Monday,2020-03-30T16:55:03.03,02-51-87,1911631,Business,14020,Mobile Payment,"Harvey, Dale-Yates, Foster, Price and Hewitt ",Expenses,02-31-87,32442850,United Kingdom,GBP,-27.01,1475.85
1911630000000.0,Tuesday,2020-03-31T14:15:04.04,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-97.02,1378.83
1911630000000.0,Tuesday,2020-03-31T14:15:22.22,02-51-87,1911631,Business,2129,Direct Debit,"Miah, Wright, Stephens, Morgan, Pearson, Brown, Matthews, Ford and Edwards Ltd",Mortgage / Rent,02-40-16,1375721,United Kingdom,GBP,-706.49,672.34
1911630000000.0,Tuesday,2020-03-31T14:37:41.41,02-51-87,1911631,Business,3137,Debit Card,"Moss, Morgan-Roberts, Jenkins, Turner and Cooper LLC",Shopping,02-51-74,68902758,United Kingdom,GBP,-25.85,646.5
1911630000000.0,Wednesday,2020-04-01T08:35:14.14,02-51-87,1911631,Business,32808,Debit Card,"Smith, Brown, Lawson, Thomas, Howe, Barber and Barker LLC",Clothing & Footwear,02-21-45,52709579,United Kingdom,GBP,-40.02,606.48
1911630000000.0,Wednesday,2020-04-01T10:12:17.17,02-51-87,1911631,Business,36019,Mobile Payment,"White-Hale, Power-Adams, Baldwin ",Expenses,02-21-87,46359739,United Kingdom,GBP,-21.03,585.45
1911630000000.0,Wednesday,2020-04-01T11:50:56.56,02-51-87,1911631,Business,15221,Debit Card,"Henderson, James, Khan and Sons ",Family,02-52-80,60943862,United Kingdom,GBP,-110.58,474.87
1911630000000.0,Wednesday,2020-04-01T16:03:04.04,02-51-87,1911631,Business,31463,Direct Debit,"Brady-Roberts, Collier, Stokes, Kennedy, Evans LLC",Communication,02-50-87,73613873,United Kingdom,GBP,-22.36,452.51
1911630000000.0,Wednesday,2020-04-01T17:57:42.42,02-51-87,1911631,Business,46976,Debit Card,"Ross, Weston-Patel, Ball Ltd",Eating out,02-20-55,6649485,United Kingdom,GBP,-22.63,429.88
1911630000000.0,Wednesday,2020-04-01T18:55:35.35,02-51-87,1911631,Business,22974,Debit Card,"Read, Pratt, Carroll, Jenkins, Morris, Brown and Brown Ltd",Expenses,02/11/1987,55360008,United Kingdom,GBP,-45.12,384.76
1911630000000.0,Monday,2020-04-06T09:32:07.07,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-51.01,333.76
1911630000000.0,Monday,2020-04-06T09:43:03.03,02-51-87,1911631,Business,41193,Debit Card,"Wright, Mitchell-Watkins, Buckley, O'Neill and Williams LLC","Alcohol, narcotics, tabacco",02-21-45,12229137,United Kingdom,GBP,-11.93,321.83
1911630000000.0,Monday,2020-04-06T12:15:07.07,02-51-87,1911631,Business,33538,Debit Card,"Slater-Harris, Peters, Barton, Simpson, Bull LLC",Expenses,02-51-87,105326,United Kingdom,GBP,-53.05,268.78
1911630000000.0,Monday,2020-04-06T15:19:00,02-51-87,1911631,Business,167,Debit Card,"Naylor-Reed, Coles, Ford, Rhodes, Hanson, Clark and Hussain ",Shopping,02-51-74,10062809,United Kingdom,GBP,-40.82,227.96
1911630000000.0,Monday,2020-04-06T16:03:39.39,02-51-87,1911631,Business,33824,Direct Debit,"Griffin, O'Brien, Clark, McDonald-Patel, Smith-Moore ",Entertainment,02-53-67,56426156,United Kingdom,GBP,-2.17,225.8
1911630000000.0,Tuesday,2020-04-07T08:49:03.03,02-51-87,1911631,Business,29014,Debit Card,"Morris, Reynolds, Perry, Hughes, Perry ",Clothing & Footwear,02-30-90,27129677,United Kingdom,GBP,-31.09,86.76
1911630000000.0,Tuesday,2020-04-07T09:13:15.15,02-51-87,1911631,Business,19420,Debit Card,"Williams-Lowe, Chadwick-Clarke, Daly, Goodwin and White ",Clothing & Footwear,02-31-74,79028331,United Kingdom,GBP,-49.69,37.06
1911630000000.0,Tuesday,2020-04-07T15:20:44.44,02-51-87,1911631,Business,5721,CASH,"Welch, Webb-Kelly, Pope ",General,02-13-67,86362647,United Kingdom,GBP,-50.0,-12.94
1911630000000.0,Tuesday,2020-04-07T18:32:24.24,02-51-87,1911631,Business,33538,Debit Card,"Slater-Harris, Peters, Barton, Simpson, Bull LLC",Expenses,02-51-87,105326,United Kingdom,GBP,-53.52,-66.45
1911630000000.0,Tuesday,2020-04-07T18:34:56.56,02-51-87,1911631,Individual,478217,Electronic Funds Transfer,Dean Mann,Loan,02/11/1942,22355018,United Kingdom,GBP,400.0,333.55
1911630000000.0,Wednesday,2020-04-08T19:05:48.48,02-51-87,1911631,Business,19808,Mobile Payment,"Hawkins, Fletcher, Richards, Elliott, Burke, Riley and Dobson LLC",Expenses,02-31-87,8273441,United Kingdom,GBP,-23.76,309.79
1911630000000.0,Thursday,2020-04-09T08:55:15.15,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-30.0,279.79
1911630000000.0,Friday,2020-04-10T13:22:22.22,02-51-87,1911631,Business,10134,Debit Card,"King, Atkinson, Woods, Smith, Turner, Richards, Allen, McCarthy and Morgan ",Shopping,02/10/1975,949882,United Kingdom,GBP,-36.96,242.83
1911630000000.0,Friday,2020-04-10T15:58:54.54,02-51-87,1911631,Business,20798,Debit Card,"Long-Newman, Field, Dawson Ltd",Clothing & Footwear,02-50-90,93594687,United Kingdom,GBP,-40.98,201.85
1911630000000.0,Friday,2020-04-10T16:44:59.59,02-51-87,1911631,Business,22974,Debit Card,"Read, Pratt, Carroll, Jenkins, Morris, Brown and Brown Ltd",Expenses,02/11/1987,55360008,United Kingdom,GBP,-41.97,159.89
1911630000000.0,Monday,2020-04-13T15:31:41.41,02-51-87,1911631,Business,20756,Direct Debit,"Scott, Blackburn, Coleman, Holden, Smith, Murphy, Jones-Harris GP",Income 1,02-31-87,28693416,United Kingdom,GBP,2736.55,2896.44
1911630000000.0,Monday,2020-04-13T17:15:56.56,02-51-87,1911631,Business,7982,Debit Card,"Nolan-Butler, James, Owen-Green LP",Shopping,02/11/1975,38137532,United Kingdom,GBP,-35.22,2861.22
1911630000000.0,Monday,2020-04-13T17:28:45.45,02-51-87,1911631,Business,26598,Debit Card,"Clarke, Barrett, Chapman-Brown Ltd",Eating out,02-51-45,91110829,United Kingdom,GBP,-11.19,2850.03
1911630000000.0,Tuesday,2020-04-14T12:26:47.47,02-51-87,1911631,Business,43730,Debit Card,"Watkins, Bennett-Taylor, Parry-Houghton Ltd",Eating out,02-21-75,12650220,United Kingdom,GBP,-27.73,2822.3
1911630000000.0,Wednesday,2020-04-15T12:41:28.28,02-51-87,1911631,Business,9969,Mobile Payment,"Thomas, Hart, Wright, Jones, Mills and Sons ",Expenses,02-51-87,29552053,United Kingdom,GBP,-4.95,2817.35
1911630000000.0,Thursday,2020-04-16T09:53:34.34,02-51-87,1911631,Business,385,Direct Debit,"Reid, Ball, Berry, Tomlinson, Sykes-Lamb LLC",Bills,02/10/2028,52750937,United Kingdom,GBP,-227.31,2590.04
1911630000000.0,Thursday,2020-04-16T14:18:32.32,02-51-87,1911631,Business,39894,Direct Debit,"Pearce-Russell, Watts, Wilson, Gibbs, Williams-Jones Ltd",Communication,02/10/1955,489960,United Kingdom,GBP,-22.84,2567.2
1911630000000.0,Monday,2020-04-20T13:20:47.47,02-51-87,1911631,Business,7423,Debit Card,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",Family,02-13-67,54193610,United Kingdom,GBP,-137.5,2429.7
1911630000000.0,Monday,2020-04-20T19:07:41.41,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-218.37,2211.33
1911630000000.0,Wednesday,2020-04-22T09:36:52.52,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-69.39,2141.94
1911630000000.0,Thursday,2020-04-23T15:24:29.29,02-51-87,1911631,Business,33538,Debit Card,"Slater-Harris, Peters, Barton, Simpson, Bull LLC",Expenses,02-51-87,105326,United Kingdom,GBP,-35.7,2106.23
1911630000000.0,Friday,2020-04-24T17:04:08.08,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-70.0,2036.23
1911630000000.0,Monday,2020-04-27T10:15:27.27,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-121.36,1914.88
1911630000000.0,Monday,2020-04-27T12:33:33.33,02-51-87,1911631,Individual,478217,Electronic Funds Transfer,Dean Mann,Loan,02/11/1942,22355018,United Kingdom,GBP,-100.0,1814.88
1911630000000.0,Monday,2020-04-27T15:01:44.44,02-51-87,1911631,Business,10357,Direct Debit,"Greenwood, Carpenter, Marsh-Hunt ",Entertainment,02-53-67,27730255,United Kingdom,GBP,-3.18,1811.7
1911630000000.0,Monday,2020-04-27T16:39:30.3,02-51-87,1911631,Business,43041,Debit Card,"Warner, Douglas, Richards-Thompson LLC",Eating out,02-31-75,70902214,United Kingdom,GBP,-26.2,1785.5
1911630000000.0,Monday,2020-04-27T17:21:33.33,02-51-87,1911631,Business,272,Debit Card,"Wyatt, Jones-Cook, Anderson and Sons Ltd",Shopping,02-20-75,64382825,United Kingdom,GBP,-42.87,1742.63
1911630000000.0,Monday,2020-04-27T17:38:50.5,02-51-87,1911631,Business,1686,Direct Debit,"Hall, Hill, French, Barker, Peters-Brown ",Entertainment,02/10/1943,25721884,United Kingdom,GBP,-4.41,1738.22
1911630000000.0,Monday,2020-04-27T18:40:19.19,02-51-87,1911631,Business,43814,Debit Card,"Cooper, Robertson, Stephens Ltd","Alcohol, narcotics, tabacco",02-41-74,79298272,United Kingdom,GBP,-10.41,1727.81
1911630000000.0,Wednesday,2020-04-29T15:58:45.45,02-51-87,1911631,Business,26313,Debit Card,"Brookes-Dobson, Rogers, Anderson, Wright and Porter Ltd",Expenses,02-21-87,24139390,United Kingdom,GBP,-6.37,1721.45
1911630000000.0,Wednesday,2020-04-29T16:18:37.37,02-51-87,1911631,Business,46976,Debit Card,"Ross, Weston-Patel, Ball Ltd",Eating out,02-20-55,6649485,United Kingdom,GBP,-25.58,1695.86
1911630000000.0,Wednesday,2020-04-29T17:56:41.41,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-70.0,1625.86
1911630000000.0,Thursday,2020-04-30T14:07:00,02-51-87,1911631,Business,13117,Direct Debit,"Douglas, Barton, Gregory LLC",Entertainment,02-20-55,41970666,United Kingdom,GBP,-2.2,1623.66
1911630000000.0,Thursday,2020-04-30T14:11:28.28,02-51-87,1911631,Business,19420,Debit Card,"Williams-Lowe, Chadwick-Clarke, Daly, Goodwin and White ",Clothing & Footwear,02-31-74,79028331,United Kingdom,GBP,-46.63,1577.04
1911630000000.0,Thursday,2020-04-30T16:01:21.21,02-51-87,1911631,Business,2129,Direct Debit,"Miah, Wright, Stephens, Morgan, Pearson, Brown, Matthews, Ford and Edwards Ltd",Mortgage / Rent,02-40-16,1375721,United Kingdom,GBP,-735.46,841.58
1911630000000.0,Monday,2020-05-04T10:00:37.37,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-80.0,761.58
1911630000000.0,Monday,2020-05-04T13:42:58.58,02-51-87,1911631,Business,26313,Debit Card,"Brookes-Dobson, Rogers, Anderson, Wright and Porter Ltd",Expenses,02-21-87,24139390,United Kingdom,GBP,-32.94,728.64
1911630000000.0,Monday,2020-05-04T14:09:10.1,02-51-87,1911631,Business,28760,Direct Debit,"Jackson, Hill, Begum, Armstrong-Brown, Barnes-Sutton LLC",Entertainment,02/10/2026,34622755,United Kingdom,GBP,-2.97,725.67
1911630000000.0,Monday,2020-05-04T14:28:45.45,02-51-87,1911631,Business,31463,Direct Debit,"Brady-Roberts, Collier, Stokes, Kennedy, Evans LLC",Communication,02-50-87,73613873,United Kingdom,GBP,-8.42,717.25
1911630000000.0,Monday,2020-05-04T16:14:44.44,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-78.45,638.8
1911630000000.0,Tuesday,2020-05-05T08:30:12.12,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-84.86,553.94
1911630000000.0,Tuesday,2020-05-05T14:24:43.43,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-30.0,523.94
1911630000000.0,Tuesday,2020-05-05T15:06:12.12,02-51-87,1911631,Business,14020,Mobile Payment,"Harvey, Dale-Yates, Foster, Price and Hewitt ",Expenses,02-31-87,32442850,United Kingdom,GBP,-7.63,516.32
1911630000000.0,Thursday,2020-05-07T10:07:24.24,02-51-87,1911631,Business,42050,Debit Card,"Cook, Taylor, Price, Davies-Davis, Mason-Green LLC","Alcohol, narcotics, tabacco",02-51-74,26576742,United Kingdom,GBP,-20.52,495.8
1911630000000.0,Monday,2020-05-11T08:32:56.56,02-51-87,1911631,Business,2212,Debit Card,"Williams-Turnbull, Campbell, Singh, Cooper, Mason, Campbell and Frost Ltd",Eating out,02-41-45,77854919,United Kingdom,GBP,-15.81,479.99
1911630000000.0,Monday,2020-05-11T09:53:43.43,02-51-87,1911631,Business,19808,Mobile Payment,"Hawkins, Fletcher, Richards, Elliott, Burke, Riley and Dobson LLC",Expenses,02-31-87,8273441,United Kingdom,GBP,-41.12,438.87
1911630000000.0,Monday,2020-05-11T12:57:01.01,02-51-87,1911631,Business,36390,Debit Card,"Pritchard, Evans-White, Jackson Ltd",Eating out,02-30-55,98568672,United Kingdom,GBP,-18.77,420.1
1911630000000.0,Monday,2020-05-11T14:12:55.55,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-116.43,303.67
1911630000000.0,Monday,2020-05-11T16:43:06.06,02-51-87,1911631,Business,19877,Debit Card,"Murphy, Wade, Gregory, Wilson, Kemp-Harvey LP",Clothing & Footwear,02-31-42,26270041,United Kingdom,GBP,-56.13,247.54
1911630000000.0,Monday,2020-05-11T17:00:14.14,02-51-87,1911631,Business,33824,Direct Debit,"Griffin, O'Brien, Clark, McDonald-Patel, Smith-Moore ",Entertainment,02-53-67,56426156,United Kingdom,GBP,-2.98,244.57
1911630000000.0,Monday,2020-05-11T18:11:31.31,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-67.76,176.81
1911630000000.0,Tuesday,2020-05-12T10:07:41.41,02-51-87,1911631,Business,20756,Direct Debit,"Scott, Blackburn, Coleman, Holden, Smith, Murphy, Jones-Harris GP",Income 1,02-31-87,28693416,United Kingdom,GBP,2926.95,3103.76
1911630000000.0,Wednesday,2020-05-13T11:24:43.43,02-51-87,1911631,Business,385,Direct Debit,"Reid, Ball, Berry, Tomlinson, Sykes-Lamb LLC",Bills,02/10/2028,52750937,United Kingdom,GBP,-209.65,2894.11
1911630000000.0,Thursday,2020-05-14T18:28:22.22,02-51-87,1911631,Business,19420,Debit Card,"Williams-Lowe, Chadwick-Clarke, Daly, Goodwin and White ",Clothing & Footwear,02-31-74,79028331,United Kingdom,GBP,-59.99,2834.12
1911630000000.0,Thursday,2020-05-14T18:41:37.37,02-51-87,1911631,Business,37226,Debit Card,"Peters, Howard, Bennett, Smith and Harvey LLC",Clothing & Footwear,02-51-75,71671964,United Kingdom,GBP,-44.27,2789.86
1911630000000.0,Thursday,2020-05-14T19:04:31.31,02-51-87,1911631,Business,21118,Debit Card,"Hunt, Harper, Dixon, Butler-Dobson, Hill, Faulkner and Fraser ",Expenses,02-41-87,11881702,United Kingdom,GBP,-55.67,2734.19
1911630000000.0,Friday,2020-05-15T14:17:31.31,02-51-87,1911631,Business,1703,Direct Debit,"Read-Atkins, Hall, Goddard, Wallis, Evans, White and Nelson ",Entertainment,02-40-26,16777141,United Kingdom,GBP,-5.27,2728.91
1911630000000.0,Sunday,2020-05-17T13:03:48.48,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-20.0,2708.91
1911630000000.0,Monday,2020-05-18T10:11:25.25,02-51-87,1911631,Business,10541,Debit Card,"Abbott, Turner, Bond, Joyce, Thomas, Fleming, Walker LLC",Clothing & Footwear,02-21-42,59308065,United Kingdom,GBP,-47.7,2661.22
1911630000000.0,Monday,2020-05-18T10:16:36.36,02-51-87,1911631,Business,39894,Direct Debit,"Pearce-Russell, Watts, Wilson, Gibbs, Williams-Jones Ltd",Communication,02/10/1955,489960,United Kingdom,GBP,-12.49,2648.73
1911630000000.0,Monday,2020-05-18T11:00:23.23,02-51-87,1911631,Business,1613,Debit Card,"Gilbert, Crawford, Gray and Sons LLC",Shopping,02-41-42,60225609,United Kingdom,GBP,-15.05,2633.68
1911630000000.0,Monday,2020-05-18T12:00:43.43,02-51-87,1911631,Business,272,Debit Card,"Wyatt, Jones-Cook, Anderson and Sons Ltd",Shopping,02-20-75,64382825,United Kingdom,GBP,-13.56,2620.12
1911630000000.0,Monday,2020-05-18T13:32:18.18,02-51-87,1911631,Individual,478217,Electronic Funds Transfer,Dean Mann,Loan,02/11/1942,22355018,United Kingdom,GBP,-300.0,2320.12
1911630000000.0,Tuesday,2020-05-19T17:42:26.26,02-51-87,1911631,Business,47990,Debit Card,"Carter, Baxter, Scott, Shaw-Storey, Clarke-Cole LLC",Eating out,02-50-55,42822692,United Kingdom,GBP,-20.07,2300.06
1911630000000.0,Thursday,2020-05-21T14:16:57.57,02-51-87,1911631,Business,39522,Debit Card,"Atkins, Green, Burrows, Dennis and Morgan ",Eating out,02-30-75,57691562,United Kingdom,GBP,-14.99,2285.07
1911630000000.0,Thursday,2020-05-21T14:55:24.24,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-60.0,2225.07
1911630000000.0,Friday,2020-05-22T13:34:28.28,02-51-87,1911631,Business,272,Debit Card,"Wyatt, Jones-Cook, Anderson and Sons Ltd",Shopping,02-20-75,64382825,United Kingdom,GBP,-29.8,2195.27
1911630000000.0,Sunday,2020-05-24T16:33:36.36,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-40.0,2155.27
1911630000000.0,Monday,2020-05-25T13:52:19.19,02-51-87,1911631,Business,9532,Debit Card,"Williams, Hammond-Watts, Potter, Bishop and Harris ",Shopping,02-40-75,76598842,United Kingdom,GBP,-26.07,2129.21
1911630000000.0,Monday,2020-05-25T15:29:48.48,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-102.26,2026.95
1911630000000.0,Monday,2020-05-25T18:11:31.31,02-51-87,1911631,Business,43730,Debit Card,"Watkins, Bennett-Taylor, Parry-Houghton Ltd",Eating out,02-21-75,12650220,United Kingdom,GBP,-18.25,2008.7
1911630000000.0,Tuesday,2020-05-26T12:29:23.23,02-51-87,1911631,Business,19808,Mobile Payment,"Hawkins, Fletcher, Richards, Elliott, Burke, Riley and Dobson LLC",Expenses,02-31-87,8273441,United Kingdom,GBP,-48.02,1960.68
1911630000000.0,Thursday,2020-05-28T15:41:46.46,02-51-87,1911631,Business,13117,Direct Debit,"Douglas, Barton, Gregory LLC",Entertainment,02-20-55,41970666,United Kingdom,GBP,-2.61,1958.07
1911630000000.0,Thursday,2020-05-28T18:06:55.55,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-106.43,1851.64
1911630000000.0,Thursday,2020-05-28T18:13:06.06,02-51-87,1911631,Business,9969,Mobile Payment,"Thomas, Hart, Wright, Jones, Mills and Sons ",Expenses,02-51-87,29552053,United Kingdom,GBP,-49.93,1801.71
1911630000000.0,Friday,2020-05-29T12:51:33.33,02-51-87,1911631,Business,3597,Debit Card,"Martin, Foster, Mann, Hopkins-O'Neill, Cole ",Family,02-52-33,47292995,United Kingdom,GBP,-252.88,1548.83
1911630000000.0,Monday,2020-06-01T08:37:06.06,02-51-87,1911631,Business,8433,Debit Card,"Davies, Hartley, Kerr, Phillips, Robertson-Gray Ltd",Shopping,02-31-45,39554381,United Kingdom,GBP,-26.23,1522.6
1911630000000.0,Monday,2020-06-01T10:27:16.16,02-51-87,1911631,Business,7982,Debit Card,"Nolan-Butler, James, Owen-Green LP",Shopping,02/11/1975,38137532,United Kingdom,GBP,-15.8,1506.8
1911630000000.0,Monday,2020-06-01T14:01:24.24,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-100.0,1406.8
1911630000000.0,Monday,2020-06-01T14:35:14.14,02-51-87,1911631,Business,2129,Direct Debit,"Miah, Wright, Stephens, Morgan, Pearson, Brown, Matthews, Ford and Edwards Ltd",Mortgage / Rent,02-40-16,1375721,United Kingdom,GBP,-691.67,715.13
1911630000000.0,Monday,2020-06-01T18:40:11.11,02-51-87,1911631,Business,21118,Debit Card,"Hunt, Harper, Dixon, Butler-Dobson, Hill, Faulkner and Fraser ",Expenses,02-41-87,11881702,United Kingdom,GBP,-75.87,639.26
1911630000000.0,Tuesday,2020-06-02T15:51:59.59,02-51-87,1911631,Business,7982,Debit Card,"Nolan-Butler, James, Owen-Green LP",Shopping,02/11/1975,38137532,United Kingdom,GBP,-17.18,622.09
1911630000000.0,Wednesday,2020-06-03T08:36:32.32,02-51-87,1911631,Business,20328,Debit Card,"Baker, Davis, Gordon, Slater, Green, Clarke, Dodd ",Clothing & Footwear,02-31-87,74995683,United Kingdom,GBP,-49.4,572.69
1911630000000.0,Wednesday,2020-06-03T17:59:00,02-51-87,1911631,Business,3304,Debit Card,"Wright, Crawford, Campbell, McCarthy, Carter, Douglas, Brown-Douglas LLC",Shopping,02-21-74,13556298,United Kingdom,GBP,-18.87,553.82
1911630000000.0,Thursday,2020-06-04T13:48:09.09,02-51-87,1911631,Business,28760,Direct Debit,"Jackson, Hill, Begum, Armstrong-Brown, Barnes-Sutton LLC",Entertainment,02/10/2026,34622755,United Kingdom,GBP,-4.86,548.96
1911630000000.0,Thursday,2020-06-04T15:55:35.35,02-51-87,1911631,Business,43766,Mobile Payment,"Webb-Fraser, Brown, Wood, Archer and Williams Ltd",Expenses,02-31-87,97221623,United Kingdom,GBP,-24.2,524.77
